system:index,date,temperature_celsius,.geo
A20190815_0600,2019-08-15,31.37729805929373,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190815_0900,2019-08-15,30.015749673736142,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190815_1200,2019-08-15,25.572420651912665,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190815_1500,2019-08-15,24.6221967505897,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190815_1800,2019-08-15,24.10504797981167,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190815_2100,2019-08-15,23.319543099556203,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_0000,2019-08-16,25.28177728696067,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_0300,2019-08-16,28.622827742063322,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_0600,2019-08-16,30.786231888989125,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_0900,2019-08-16,30.187878948517334,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_1200,2019-08-16,25.287862307807085,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_1500,2019-08-16,24.035928987009324,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_1800,2019-08-16,23.61386591940282,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190816_2100,2019-08-16,22.45325812983622,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_0000,2019-08-17,24.710351042882902,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_0300,2019-08-17,28.777629540605645,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_0600,2019-08-17,30.98836322051026,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_0900,2019-08-17,30.31578065635665,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_1200,2019-08-17,25.293511333107354,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_1500,2019-08-17,24.434327024786967,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_1800,2019-08-17,23.39412812475728,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190817_2100,2019-08-17,21.47458397503528,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_0000,2019-08-18,24.269942708408244,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_0300,2019-08-18,28.348652738280208,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_0600,2019-08-18,30.715022028750273,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_0900,2019-08-18,30.3820116786153,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_1200,2019-08-18,24.924409173608513,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_1500,2019-08-18,24.272669083000935,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_1800,2019-08-18,23.2325720863807,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190818_2100,2019-08-18,21.931753416045726,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_0000,2019-08-19,24.73587593952062,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_0300,2019-08-19,28.955619914063455,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_0600,2019-08-19,30.387078447688204,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_0900,2019-08-19,30.483981168966885,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_1200,2019-08-19,25.396887883790303,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_1500,2019-08-19,24.752885590220288,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_1800,2019-08-19,23.98965563092608,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190819_2100,2019-08-19,23.1714667929904,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_0000,2019-08-20,25.727289821012498,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_0300,2019-08-20,29.098628018831423,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_0600,2019-08-20,31.753175764054696,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_0900,2019-08-20,31.329403677045967,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_1200,2019-08-20,25.82864886517166,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_1500,2019-08-20,24.60513298443936,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_1800,2019-08-20,23.957751004151444,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190820_2100,2019-08-20,23.34296844568717,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_0000,2019-08-21,26.407366820368605,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_0300,2019-08-21,30.5016850493372,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_0600,2019-08-21,31.69090261480811,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_0900,2019-08-21,30.262693860537997,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_1200,2019-08-21,25.82089427457515,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_1500,2019-08-21,24.994981620110526,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_1800,2019-08-21,24.666657022627362,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190821_2100,2019-08-21,24.16241785771491,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_0000,2019-08-22,26.283026641477353,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_0300,2019-08-22,29.114698152236294,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_0600,2019-08-22,31.33272265967103,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_0900,2019-08-22,30.261475283478553,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_1200,2019-08-22,25.785649251417574,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_1500,2019-08-22,24.83868385898709,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_1800,2019-08-22,23.923726370145324,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190822_2100,2019-08-22,23.39912509721626,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_0000,2019-08-23,25.172216023960456,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_0300,2019-08-23,28.969908934911583,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_0600,2019-08-23,30.658382781533398,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_0900,2019-08-23,29.9574306507225,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_1200,2019-08-23,25.59055528745119,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_1500,2019-08-23,24.427037355272596,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_1800,2019-08-23,23.85696266275618,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190823_2100,2019-08-23,23.190629737059865,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_0000,2019-08-24,24.843873706110315,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_0300,2019-08-24,28.935325706673023,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_0600,2019-08-24,31.221862093243878,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_0900,2019-08-24,30.53505400095099,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_1200,2019-08-24,26.044041695426813,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_1500,2019-08-24,25.225660063050473,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_1800,2019-08-24,24.34978202722611,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190824_2100,2019-08-24,22.894269038284147,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_0000,2019-08-25,25.3289891939838,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_0300,2019-08-25,29.78307216707512,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_0600,2019-08-25,32.18071041883512,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_0900,2019-08-25,30.699125438392038,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_1200,2019-08-25,25.963600534251928,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_1500,2019-08-25,25.162834106260476,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_1800,2019-08-25,24.460292661601038,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190825_2100,2019-08-25,23.85823912676219,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_0000,2019-08-26,25.97737934570096,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_0300,2019-08-26,29.366455216651584,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_0600,2019-08-26,31.290819358743246,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_0900,2019-08-26,31.074306385592838,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_1200,2019-08-26,26.011905646003473,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_1500,2019-08-26,24.939725757953664,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_1800,2019-08-26,24.600980519159698,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190826_2100,2019-08-26,23.92328486205438,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_0000,2019-08-27,25.88980574654687,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_0300,2019-08-27,29.301383432431223,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_0600,2019-08-27,31.651736884320215,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_0900,2019-08-27,30.357077229623407,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_1200,2019-08-27,25.70534254337202,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_1500,2019-08-27,24.27283811629719,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_1800,2019-08-27,24.012654961152034,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190827_2100,2019-08-27,23.369495699382274,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_0000,2019-08-28,25.624356242076754,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_0300,2019-08-28,29.01195821700926,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_0600,2019-08-28,31.54371225696251,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_0900,2019-08-28,30.093907918350272,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_1200,2019-08-28,25.311673191267374,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_1500,2019-08-28,24.05101023371132,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_1800,2019-08-28,23.356684217097204,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190828_2100,2019-08-28,23.313983120286583,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_0000,2019-08-29,26.00391944702936,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_0300,2019-08-29,29.382338749213396,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_0600,2019-08-29,31.201298661948915,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_0900,2019-08-29,29.962925051611936,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_1200,2019-08-29,25.021698021605417,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_1500,2019-08-29,23.516894000503363,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_1800,2019-08-29,23.182600497440735,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190829_2100,2019-08-29,22.92113236527063,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_0000,2019-08-30,25.384153459198593,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_0300,2019-08-30,28.812266376400707,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_0600,2019-08-30,31.754076038611995,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_0900,2019-08-30,30.133972985429562,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_1200,2019-08-30,25.058153737174358,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_1500,2019-08-30,23.978051059246056,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_1800,2019-08-30,23.257120706385493,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190830_2100,2019-08-30,23.240085182882204,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_0000,2019-08-31,25.285698943697227,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_0300,2019-08-31,28.515950034755548,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_0600,2019-08-31,30.642556806832076,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_0900,2019-08-31,30.157916847063913,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_1200,2019-08-31,25.429028179271466,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_1500,2019-08-31,24.08507449730762,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_1800,2019-08-31,23.52861321531977,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190831_2100,2019-08-31,23.20538327222282,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_0000,2019-09-01,25.29152670666073,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_0300,2019-09-01,29.58615434184738,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_0600,2019-09-01,32.01180066472096,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_0900,2019-09-01,31.21656111008132,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_1200,2019-09-01,25.790754914086,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_1500,2019-09-01,24.50198566282758,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_1800,2019-09-01,23.66921564820695,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190901_2100,2019-09-01,22.52759217761379,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_0000,2019-09-02,24.913299721530606,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_0300,2019-09-02,29.16981876015806,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_0600,2019-09-02,31.5734671488753,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_0900,2019-09-02,30.582313360914863,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_1200,2019-09-02,25.193480691917145,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_1500,2019-09-02,23.749502089917435,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_1800,2019-09-02,23.17642443443772,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190902_2100,2019-09-02,23.76352742398144,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_0000,2019-09-03,25.313218578057075,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_0300,2019-09-03,28.237604867782665,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_0600,2019-09-03,30.533751204833223,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_0900,2019-09-03,29.614140866579945,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_1200,2019-09-03,24.938100664963276,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_1500,2019-09-03,23.69771271834546,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_1800,2019-09-03,23.082064579329106,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190903_2100,2019-09-03,22.416060477991252,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_0000,2019-09-04,24.977383607859984,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_0300,2019-09-04,28.827917358523035,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_0600,2019-09-04,30.843330749539327,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_0900,2019-09-04,30.00441094174116,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_1200,2019-09-04,25.00222372369327,"{""type"":""MultiPoint"",""coordinates"":[]}"
A20190904_1500,2019-09-04,24.102460190002837,"{""type"":""MultiPoint"",""coordinates"":[]}"
